date,B0014C440U,B001CXWNGI,B001DEIG44,B002S0NP84,B0096Q8PF6,B00D3JA5V4,B00DNYXJP8,B00JJXMAI4,B00VPEMFC6,B01B5KAAAS,average
2020-04-12,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0473637624247616
2020-04-13,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0473637624247616
2020-04-14,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0473637624247616
2020-04-15,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0473637624247616
2020-04-16,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0498489425981874,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0523486566845803
2020-04-17,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.099953725127256,1.0,1.0673289234571246
2020-04-18,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0996978851963746,1.0514865844815084,1.1877346683354193,0.7555555555555555,1.099953725127256,1.0,1.0425670186952198
2020-04-19,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.099953725127256,1.0,1.0673289234571246
2020-04-20,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.099953725127256,1.0,1.0673289234571246
2020-04-21,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.099953725127256,1.0,1.0673289234571246
2020-04-22,1.0,1.1485905398948877,1.158878504672897,1.0231516056758774,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.0774255418146124
2020-04-23,1.0,1.1485905398948877,1.158878504672897,3.5093353248693053,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.3260439137339552
2020-04-24,1.0,1.120879120879121,1.158878504672897,3.5093353248693053,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.3232727718323787
2020-04-25,1.0,1.120879120879121,1.158878504672897,3.5093353248693053,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.3232727718323787
2020-04-26,1.0,1.120879120879121,1.158878504672897,1.647498132935026,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1370890526389508
2020-04-27,1.0,1.111681796464405,1.158878504672897,1.3039581777445854,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.101815324678435
2020-04-28,1.0,1.111681796464405,1.158878504672897,1.3039581777445854,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.101815324678435
2020-04-29,1.0,1.111681796464405,1.158878504672897,1.3651979088872293,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1079392977926994
2020-04-30,1.0,1.1000955566172956,1.158878504672897,1.3651979088872293,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1067806738079884
2020-05-01,1.0,1.1000955566172956,1.158878504672897,1.3861090365944733,1.0996978851963746,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1088717865787128
2020-05-02,1.0,1.120879120879121,1.158878504672897,1.3861090365944733,1.3987915407854985,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1408595085638078
2020-05-03,1.0,1.120879120879121,1.158878504672897,1.3726661687826736,1.3987915407854985,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1395152217826277
2020-05-04,1.0,1.120879120879121,1.158878504672897,1.7729648991784912,1.3987915407854985,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1795450948222095
2020-05-05,1.0,1.1000955566172956,1.158878504672897,1.7729648991784912,1.3987915407854985,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1774667383960271
2020-05-06,1.0199919710959455,1.1000955566172956,1.158878504672897,1.7074931540950955,1.3987915407854985,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1729187609972818
2020-05-07,1.0961461260537937,1.1000955566172956,1.158878504672897,1.7074931540950955,1.3987915407854985,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1805341764930666
2020-05-08,1.099959855479727,1.1000955566172956,1.158878504672897,1.4548170276325616,1.3987915407854985,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.1556479367894066
2020-05-09,1.099959855479727,1.1000955566172956,1.158878504672897,1.6019417475728155,1.3987915407854985,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.099953725127256,1.0,1.170360408783432
2020-05-10,1.0,1.1000955566172956,1.158878504672897,2.2509335324869304,1.3987915407854985,1.0514865844815084,1.1877346683354193,1.0063492063492063,1.099953725127256,1.0,1.2254223318856012
2020-05-11,1.0,1.1000955566172956,1.158878504672897,2.2509335324869304,1.3987915407854985,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.099953725127256,1.0,1.2251048715681407
