date,B00PDNY8Q6,B01FS2W6I8,B01GAIU7HG,B07CZK4RY1,B07D93TR7Z,B07QNSDX64,B07QPWKYG9,B07QR1HGV5,average
2020-04-13,1.3035902851108765,1.0,0.8887529202358438,0.9733262203254202,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.948498598788557
2020-04-14,1.3035902851108765,1.0,0.8887529202358438,0.9733262203254202,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.948498598788557
2020-04-15,1.3035902851108765,1.0,0.8887529202358438,0.9733262203254202,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.948498598788557
2020-04-16,1.3035902851108765,1.0,1.0,0.9733262203254202,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9624044837590766
2020-04-17,1.3035902851108765,1.0,1.0,0.9733262203254202,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9624044837590766
2020-04-18,1.3035902851108765,1.0,1.0,0.9733262203254202,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9624044837590766
2020-04-19,1.3035902851108765,1.0,1.0,0.9733262203254202,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9624044837590766
2020-04-20,1.3035902851108765,1.0,1.0,0.9733262203254202,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9624044837590766
2020-04-21,1.3035902851108765,1.0,1.0,0.9733262203254202,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9624044837590766
2020-04-22,1.3035902851108765,1.0,0.6563577706085215,1.0,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9227834275444642
2020-04-23,1.3035902851108765,1.0,1.0,1.0,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9657387062183991
2020-04-24,1.3035902851108765,1.0,1.0,1.0,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9657387062183991
2020-04-25,1.3035902851108765,1.0,1.0,1.0,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9657387062183991
2020-04-26,1.3035902851108765,1.0,0.6563577706085215,1.0,1.0,0.8665688171325638,0.7585207672140196,0.8665688171325638,0.931450807149818
2020-04-27,1.3035902851108765,1.0,0.6563577706085215,1.0,1.0,0.8665688171325638,0.8271698633917484,0.8665688171325638,0.9400319441720342
2020-04-28,1.3035902851108765,1.0,0.6563577706085215,1.0,1.0,0.8665688171325638,0.8271698633917484,0.8665688171325638,0.9400319441720342
2020-04-29,1.3035902851108765,1.0,0.6563577706085215,1.0,1.0,0.8665688171325638,0.8271698633917484,0.8665688171325638,0.9400319441720342
2020-04-30,1.3035902851108765,1.0,0.6563577706085215,1.0,1.0,0.8665688171325638,0.8271698633917484,0.8665688171325638,0.9400319441720342
2020-05-01,1.3035902851108765,1.0,0.6563577706085215,1.0,1.0,0.8665688171325638,0.8271698633917484,0.8665688171325638,0.9400319441720342
2020-05-02,1.3035902851108765,1.0,1.0,1.0,1.0,0.8665688171325638,0.8271698633917484,0.8665688171325638,0.9829872228459691
2020-05-03,1.3035902851108765,1.0,1.0,1.0,1.0,0.8665688171325638,1.1721401959431488,0.8665688171325638,1.026108514414894
2020-05-04,1.3035902851108765,1.0,1.0,1.0,1.0,1.3335779571685904,1.1721401959431488,1.3335779571685904,1.1428607994239008
2020-05-05,1.3035902851108765,1.0,1.0,1.0,1.0,1.3335779571685904,1.1721401959431488,1.3335779571685904,1.1428607994239008
2020-05-06,1.3035902851108765,1.0,1.0,1.0,1.0,1.3335779571685904,1.1721401959431488,1.3335779571685904,1.1428607994239008
2020-05-07,1.3035902851108765,1.0,1.0,1.0,1.0,1.3335779571685904,1.1721401959431488,1.3335779571685904,1.1428607994239008
2020-05-08,1.3035902851108765,1.0,1.0,1.0,1.0,1.3335779571685904,1.1721401959431488,1.3335779571685904,1.1428607994239008
2020-05-09,1.3035902851108765,1.0,1.0,1.0,1.0,1.3335779571685904,1.1721401959431488,1.3335779571685904,1.1428607994239008
2020-05-10,1.3035902851108765,1.0,1.0,1.0,1.0,1.3335779571685904,1.1721401959431488,1.3335779571685904,1.1428607994239008
2020-05-11,1.3035902851108765,1.0,1.0,1.0,1.0,1.3335779571685904,1.1721401959431488,1.3335779571685904,1.1428607994239008
